         58140714 function calls (58122759 primitive calls) in 162.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:44(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
      624    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      624    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      620    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      620    0.003    0.000    0.003    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
      624    0.001    0.000    0.005    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        4    0.000    0.000    0.000    0.000 _internal.py:249(__init__)
        4    0.000    0.000    0.000    0.000 _internal.py:303(data)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        1    0.000    0.000    0.016    0.016 _internal.py:6(<module>)
       50    0.000    0.000    0.001    0.000 _internal.py:780(_ufunc_doc_signature_formatter)
       78    0.000    0.000    0.000    0.000 _internal.py:791(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:826(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:844(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
       72    0.000    0.000    0.000    0.000 _methods.py:100(_clip_dep_is_byte_swapped)
       36    0.000    0.000    0.000    0.000 _methods.py:105(_clip_dep_invoke_with_casting)
       36    0.000    0.000    0.002    0.000 _methods.py:124(_clip)
        9    0.000    0.000    0.003    0.000 _methods.py:161(_mean)
       32    0.000    0.000    0.000    0.000 _methods.py:273(_ptp)
      200    0.000    0.000    0.002    0.000 _methods.py:37(_amax)
       96    0.000    0.000    0.001    0.000 _methods.py:41(_amin)
       36    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
        1    0.000    0.000    0.001    0.001 _methods.py:5(<module>)
       38    0.000    0.000    0.000    0.000 _methods.py:53(_any)
       16    0.000    0.000    0.000    0.000 _methods.py:59(_all)
        9    0.000    0.000    0.000    0.000 _methods.py:65(_count_reduce_items)
       72    0.000    0.000    0.001    0.000 _methods.py:90(_clip_dep_is_scalar_nan)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1384(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 _parser.py:1607(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.012    0.012 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:667(_result)
        1    0.000    0.000    0.009    0.009 _pickle.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:101(get_num_fig_managers)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:106(get_active)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:111(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:116(<lambda>)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:124(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        2    0.000    0.000    0.003    0.002 _pylab_helpers.py:45(destroy)
        8    0.000    0.000    0.000    0.000 _pylab_helpers.py:56(<genexpr>)
        6    0.000    0.000    0.001    0.000 _pylab_helpers.py:79(destroy_all)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:96(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:60(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.065    0.065 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        2    0.000    0.000    0.050    0.025 _subplots.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _subplots.py:199(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _subplots.py:218(<genexpr>)
        2    0.000    0.000    0.000    0.000 _subplots.py:83(get_subplotspec)
        2    0.000    0.000    0.001    0.000 _subplots.py:95(update_params)
        1    0.000    0.000    0.000    0.000 _text_layout.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:129(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:157(_set_up_aliases)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:18(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
       44    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
       44    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:362(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
       20    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:25(deferred_error)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.003    0.001 _version.py:7(<module>)
      475    0.000    0.000    0.000    0.000 _virtualenv.py:54(find_spec)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:106(remove)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       50    0.000    0.000    0.002    0.000 abc.py:125(__new__)
       13    0.000    0.000    0.000    0.000 abc.py:130(register)
     2679    0.001    0.000    0.004    0.000 abc.py:137(__instancecheck__)
  193/104    0.000    0.000    0.001    0.000 abc.py:141(__subclasscheck__)
       66    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 acrobot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 acrobot.py:17(AcrobotEnv)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
        1    0.000    0.000    0.001    0.001 afm.py:36(<module>)
        1    0.000    0.000    0.024    0.024 algorithms.py:1(<module>)
        1    0.000    0.000    0.002    0.002 algorithms.py:11(__init__)
        1    0.000    0.000    0.044    0.044 algorithms.py:138(save)
       10    0.077    0.008   16.576    1.658 algorithms.py:152(simulate)
  1653687    2.474    0.000   14.053    0.000 algorithms.py:32(_bellman)
  1664697   19.991    0.000   55.683    0.000 algorithms.py:37(_discretize)
     2138    0.011    0.000    0.022    0.000 algorithms.py:46(_add_state)
     2138    0.001    0.000    0.001    0.000 algorithms.py:49(<dictcomp>)
  1653687    2.501    0.000    2.501    0.000 algorithms.py:53(_set_q_value)
  3307374    4.995    0.000    4.995    0.000 algorithms.py:56(_get_q_value)
  3237401    9.056    0.000   12.046    0.000 algorithms.py:59(_get_best_action)
    10000    0.043    0.000    0.043    0.000 algorithms.py:65(_update_epsilon)
        1   12.407   12.407  137.151  137.151 algorithms.py:70(train)
        1    0.000    0.000    0.000    0.000 algorithms.py:9(TabularQLearning)
        8    0.000    0.000    0.000    0.000 animation.py:106(register)
        8    0.000    0.000    0.000    0.000 animation.py:116(wrapper)
        1    0.000    0.000    0.000    0.000 animation.py:1400(TimedAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:1468(ArtistAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:1537(FuncAnimation)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        1    0.000    0.000    0.002    0.002 animation.py:19(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:256(MovieWriter)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 animation.py:534(PillowWriter)
        1    0.000    0.000    0.000    0.000 animation.py:561(FFMpegBase)
        1    0.000    0.000    0.000    0.000 animation.py:613(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 animation.py:637(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:657(AVConvBase)
        1    0.000    0.000    0.000    0.000 animation.py:674(AVConvWriter)
        1    0.000    0.000    0.000    0.000 animation.py:685(AVConvFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:696(ImageMagickBase)
        1    0.000    0.000    0.000    0.000 animation.py:735(ImageMagickWriter)
        1    0.000    0.000    0.000    0.000 animation.py:753(ImageMagickFileWriter)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
        1    0.000    0.000    0.000    0.000 animation.py:911(Animation)
        1    0.000    0.000    0.000    0.000 animation.py:96(MovieWriterRegistry)
        1    0.000    0.000    0.000    0.000 animation.py:99(__init__)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1150(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1163(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1206(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1232(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1264(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1269(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1279(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1500(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:861(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:128(Line3D)
        1    0.000    0.000    0.000    0.000 art3d.py:246(Line3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:295(Patch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:326(PathPatch3D)
        1    0.000    0.000    0.000    0.000 art3d.py:377(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:445(Path3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:634(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 art3d.py:8(<module>)
        1    0.000    0.000    0.008    0.008 artist.py:1(<module>)
        4    0.000    0.000    0.000    0.000 artist.py:1004(get_label)
        4    0.000    0.000    0.000    0.000 artist.py:1008(set_label)
        4    0.000    0.000    0.000    0.000 artist.py:1024(get_zorder)
       88    0.000    0.000    0.000    0.000 artist.py:1028(set_zorder)
      564    0.000    0.000    0.000    0.000 artist.py:1043(sticky_edges)
      130    0.001    0.000    0.001    0.000 artist.py:1065(update_from)
      338    0.001    0.000    0.038    0.000 artist.py:1086(set)
       16    0.000    0.000    0.000    0.000 artist.py:1094(<genexpr>)
        8    0.000    0.000    0.000    0.000 artist.py:1213(mouseover)
        1    0.000    0.000    0.000    0.000 artist.py:1236(ArtistInspector)
       12    0.000    0.000    0.018    0.001 artist.py:1242(__init__)
       12    0.001    0.000    0.018    0.001 artist.py:1262(get_aliases)
       12    0.001    0.000    0.001    0.000 artist.py:1273(<listcomp>)
      425    0.001    0.000    0.025    0.000 artist.py:1290(get_valid_values)
       12    0.002    0.000    0.024    0.002 artist.py:1337(get_setters)
     1747    0.001    0.000    0.023    0.000 artist.py:1356(is_alias)
      425    0.000    0.000    0.001    0.000 artist.py:1363(aliased_name)
      480    0.000    0.000    0.000    0.000 artist.py:1371(<genexpr>)
       11    0.001    0.000    0.048    0.004 artist.py:1386(pprint_setters)
       11    0.000    0.000    0.064    0.006 artist.py:1613(kwdoc)
      779    0.001    0.000    0.002    0.000 artist.py:165(convert_xunits)
      783    0.000    0.000    0.001    0.000 artist.py:177(convert_yunits)
     4201    0.001    0.000    0.001    0.000 artist.py:189(axes)
      322    0.000    0.000    0.000    0.000 artist.py:194(axes)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
8134/6768    0.005    0.000    0.008    0.000 artist.py:213(stale)
    400/4    0.001    0.000    0.222    0.056 artist.py:33(draw_wrapper)
     1450    0.001    0.000    0.001    0.000 artist.py:332(pchanged)
        8    0.000    0.000    0.000    0.000 artist.py:346(is_transform_set)
      226    0.000    0.000    0.001    0.000 artist.py:354(set_transform)
      435    0.001    0.000    0.001    0.000 artist.py:367(get_transform)
      104    0.000    0.000    0.000    0.000 artist.py:376(get_children)
      126    0.000    0.000    0.000    0.000 artist.py:468(pickable)
    126/1    0.000    0.000    0.002    0.002 artist.py:478(pick)
      836    0.001    0.000    0.003    0.000 artist.py:52(_stale_axes_callback)
       56    0.000    0.000    0.000    0.000 artist.py:557(get_url)
      200    0.000    0.000    0.000    0.000 artist.py:571(get_gid)
       28    0.000    0.000    0.000    0.000 artist.py:585(get_snap)
        1    0.000    0.000    0.000    0.000 artist.py:60(Artist)
       80    0.000    0.000    0.000    0.000 artist.py:624(get_sketch_params)
      132    0.000    0.000    0.000    0.000 artist.py:680(get_path_effects)
      262    0.000    0.000    0.001    0.000 artist.py:687(set_figure)
      264    0.002    0.000    0.003    0.000 artist.py:69(__init__)
        6    0.000    0.000    0.000    0.000 artist.py:711(set_clip_box)
       30    0.000    0.000    0.004    0.000 artist.py:723(set_clip_path)
       52    0.000    0.000    0.000    0.000 artist.py:785(get_alpha)
      832    0.000    0.000    0.000    0.000 artist.py:792(get_visible)
     8178    0.001    0.000    0.001    0.000 artist.py:796(get_animated)
        2    0.000    0.000    0.000    0.000 artist.py:811(get_clip_on)
        2    0.000    0.000    0.000    0.000 artist.py:819(get_clip_path)
      132    0.000    0.000    0.002    0.000 artist.py:850(_set_gc_clip)
      800    0.000    0.000    0.000    0.000 artist.py:860(get_rasterized)
      800    0.000    0.000    0.000    0.000 artist.py:880(get_agg_filter)
       38    0.000    0.000    0.000    0.000 artist.py:921(set_alpha)
      272    0.000    0.000    0.001    0.000 artist.py:935(set_visible)
        2    0.000    0.000    0.000    0.000 artist.py:959(set_in_layout)
      548    0.004    0.000    0.018    0.000 artist.py:972(update)
        1    0.000    0.000    0.000    0.000 ast.py:247(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:284(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 ast.py:38(literal_eval)
        1    0.000    0.000    0.000    0.000 ast.py:49(_convert_num)
        1    0.000    0.000    0.000    0.000 ast.py:56(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert)
        1    0.000    0.000    0.006    0.006 async_vector_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:19(AsyncState)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:25(AsyncVectorEnv)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:12(AtariPreprocessing)
        1    0.000    0.000    0.000    0.000 atomic_write.py:3(<module>)
        1    0.000    0.000    0.010    0.010 axes3d.py:11(<module>)
        1    0.000    0.000    0.000    0.000 axes3d.py:44(Axes3D)
       16    0.001    0.000    0.079    0.005 axis.py:1016(_update_ticks)
       16    0.000    0.000    0.054    0.003 axis.py:1089(_get_tick_bboxes)
       16    0.000    0.000    0.054    0.003 axis.py:1091(<listcomp>)
       16    0.000    0.000    0.000    0.000 axis.py:1093(<listcomp>)
        8    0.000    0.000    0.201    0.025 axis.py:1156(draw)
       18    0.000    0.000    0.006    0.000 axis.py:1281(get_majorticklocs)
       18    0.000    0.000    0.006    0.000 axis.py:1285(get_minorticklocs)
       18    0.000    0.000    0.000    0.000 axis.py:1299(<listcomp>)
       36    0.000    0.000    0.002    0.000 axis.py:1333(_get_tick_label_size)
       26    0.000    0.000    0.006    0.000 axis.py:1345(_copy_tick_props)
       12    0.000    0.000    0.000    0.000 axis.py:1359(get_major_locator)
       40    0.000    0.000    0.000    0.000 axis.py:1367(get_major_formatter)
       18    0.000    0.000    0.057    0.003 axis.py:1375(get_major_ticks)
       18    0.000    0.000    0.001    0.000 axis.py:1388(get_minor_ticks)
        8    0.000    0.000    0.020    0.002 axis.py:1401(grid)
        8    0.000    0.000    0.000    0.000 axis.py:1433(<dictcomp>)
       38    0.000    0.000    0.000    0.000 axis.py:145(<dictcomp>)
       12    0.000    0.000    0.000    0.000 axis.py:1454(update_units)
        8    0.000    0.000    0.000    0.000 axis.py:1509(have_units)
       44    0.000    0.000    0.000    0.000 axis.py:1512(convert_units)
       24    0.000    0.000    0.000    0.000 axis.py:1529(set_units)
       32    0.000    0.000    0.001    0.000 axis.py:1570(set_major_formatter)
       32    0.000    0.000    0.000    0.000 axis.py:1596(set_minor_formatter)
       64    0.000    0.000    0.001    0.000 axis.py:1610(_set_formatter)
       32    0.000    0.000    0.001    0.000 axis.py:1636(set_major_locator)
       32    0.000    0.000    0.000    0.000 axis.py:1652(set_minor_locator)
       12    0.000    0.000    0.000    0.000 axis.py:1881(_get_ticks_position)
       36    0.000    0.000    0.000    0.000 axis.py:1897(<genexpr>)
       12    0.000    0.000    0.000    0.000 axis.py:1918(get_label_position)
       10    0.000    0.000    0.000    0.000 axis.py:1938(_make_getset_interval)
      138    0.000    0.000    0.003    0.000 axis.py:1944(getter)
       38    0.000    0.000    0.000    0.000 axis.py:196(_set_labelrotation)
        1    0.000    0.000    0.000    0.000 axis.py:1968(XAxis)
        2    0.000    0.000    0.003    0.001 axis.py:1972(__init__)
       17    0.000    0.000    0.034    0.002 axis.py:2011(_get_tick)
        4    0.000    0.000    0.009    0.002 axis.py:2032(_get_tick_boxes_siblings)
        4    0.000    0.000    0.011    0.003 axis.py:2051(_update_label_position)
        4    0.000    0.000    0.001    0.000 axis.py:2094(_update_offset_text_position)
       38    0.000    0.000    0.000    0.000 axis.py:214(get_tick_padding)
       12    0.000    0.000    0.000    0.000 axis.py:2204(get_ticks_position)
        4    0.000    0.000    0.000    0.000 axis.py:2217(get_minpos)
       18    0.000    0.000    0.000    0.000 axis.py:223(get_children)
       18    0.000    0.000    0.001    0.000 axis.py:2244(get_tick_space)
        1    0.000    0.000    0.000    0.000 axis.py:2256(YAxis)
        2    0.000    0.000    0.002    0.001 axis.py:2260(__init__)
       12    0.000    0.000    0.003    0.000 axis.py:228(set_clip_path)
       21    0.000    0.000    0.037    0.002 axis.py:2301(_get_tick)
        4    0.000    0.000    0.008    0.002 axis.py:2324(_get_tick_boxes_siblings)
        4    0.000    0.000    0.010    0.003 axis.py:2343(_update_label_position)
        4    0.000    0.000    0.000    0.000 axis.py:2385(_update_offset_text_position)
        4    0.000    0.000    0.000    0.000 axis.py:2502(get_minpos)
       18    0.000    0.000    0.001    0.000 axis.py:2529(get_tick_space)
      136    0.000    0.000    0.000    0.000 axis.py:279(get_loc)
       52    0.001    0.000    0.061    0.001 axis.py:283(draw)
        1    0.000    0.000    0.000    0.000 axis.py:29(<listcomp>)
      136    0.000    0.000    0.001    0.000 axis.py:295(set_label1)
        1    0.000    0.000    0.006    0.006 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
      136    0.000    0.000    0.001    0.000 axis.py:308(set_label2)
      190    0.000    0.000    0.001    0.000 axis.py:332(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axis.py:34(Tick)
       28    0.000    0.000    0.011    0.000 axis.py:341(_apply_params)
      140    0.000    0.000    0.000    0.000 axis.py:349(<genexpr>)
       28    0.000    0.000    0.000    0.000 axis.py:368(<dictcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:381(<dictcomp>)
       28    0.000    0.000    0.000    0.000 axis.py:392(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:409(XTick)
       17    0.000    0.000    0.034    0.002 axis.py:416(__init__)
       17    0.000    0.000    0.001    0.000 axis.py:445(_get_text1_transform)
       17    0.000    0.000    0.001    0.000 axis.py:448(_get_text2_transform)
       17    0.000    0.000    0.000    0.000 axis.py:451(apply_tickdir)
       77    0.000    0.000    0.001    0.000 axis.py:467(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:482(YTick)
       21    0.000    0.000    0.037    0.002 axis.py:489(__init__)
       21    0.000    0.000    0.001    0.000 axis.py:518(_get_text1_transform)
       21    0.000    0.000    0.001    0.000 axis.py:521(_get_text2_transform)
       21    0.000    0.000    0.000    0.000 axis.py:524(apply_tickdir)
       97    0.000    0.000    0.002    0.000 axis.py:538(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:553(Ticker)
       38    0.002    0.000    0.037    0.001 axis.py:56(__init__)
        8    0.000    0.000    0.000    0.000 axis.py:565(__init__)
       66    0.000    0.000    0.000    0.000 axis.py:569(locator)
       64    0.000    0.000    0.000    0.000 axis.py:573(locator)
      236    0.000    0.000    0.000    0.000 axis.py:582(formatter)
       64    0.000    0.000    0.000    0.000 axis.py:586(formatter)
        1    0.000    0.000    0.000    0.000 axis.py:596(_LazyTickList)
        2    0.000    0.000    0.000    0.000 axis.py:604(__init__)
     12/8    0.000    0.000    0.020    0.003 axis.py:607(__get__)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        4    0.000    0.000    0.003    0.001 axis.py:664(__init__)
       18    0.000    0.000    0.000    0.000 axis.py:716(get_remove_overlapping_locs)
      164    0.000    0.000    0.000    0.000 axis.py:747(get_transform)
       14    0.000    0.000    0.000    0.000 axis.py:750(get_scale)
       32    0.000    0.000    0.005    0.000 axis.py:754(_set_scale)
        8    0.000    0.000    0.000    0.000 axis.py:763(limit_range_for_scale)
        2    0.000    0.000    0.001    0.001 axis.py:766(get_children)
       24    0.000    0.000    0.004    0.000 axis.py:770(cla)
       32    0.000    0.000    0.000    0.000 axis.py:795(reset_ticks)
       16    0.000    0.000    0.025    0.002 axis.py:815(set_tick_params)
       16    0.000    0.000    0.000    0.000 axis.py:854(_translate_tick_kw)
        4    0.000    0.000    0.010    0.003 axis.py:899(set_clip_path)
        4    0.000    0.000    0.000    0.000 axis.py:942(get_inverted)
        8    0.000    0.000    0.000    0.000 axis.py:980(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 axis3d.py:470(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:477(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:484(ZAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:5(<module>)
