         58140714 function calls (58122759 primitive calls) in 162.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.003    0.003 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numpy_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1007(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1260(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1304(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1385(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1656(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1783(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:179(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1809(DraggableAnnotation)
        1    0.000    0.000    0.001    0.001 offsetbox.py:23(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:368(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:417(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:495(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:651(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:770(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:918(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       52    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
       58    0.000    0.000    0.000    0.000 os.py:754(encode)
       14    0.000    0.000    0.000    0.000 os.py:758(decode)
       36    0.000    0.000    0.000    0.000 os.py:806(fsencode)
        6    0.000    0.000    0.000    0.000 os.py:818(fsdecode)
        1    0.000    0.000    0.014    0.014 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
      320    0.001    0.000    0.043    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.002    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.002    0.000    0.008    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:318(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:769(Quoter)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
      147    0.001    0.000    0.003    0.000 patches.py:111(_process_radius)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
      147    0.002    0.000    0.109    0.001 patches.py:153(contains_point)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1824(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1833(_Style)
        3    0.000    0.000    0.002    0.001 patches.py:1867(pprint_styles)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:1879(<genexpr>)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
        1    0.000    0.000    0.000    0.000 patches.py:1909(BoxStyle)
        1    0.000    0.000    0.000    0.000 patches.py:1945(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2001(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2025(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2047(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2080(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2099(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2139(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2200(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2252(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2349(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2376(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2428(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2496(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2532(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2570(Angle)
      209    0.001    0.000    0.060    0.000 patches.py:258(get_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2632(Arc)
       24    0.000    0.000    0.000    0.000 patches.py:269(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:2726(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:2812(ArrowStyle)
      147    0.000    0.000    0.000    0.000 patches.py:284(get_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:2850(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2923(_Curve)
       14    0.000    0.000    0.000    0.000 patches.py:300(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:3053(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3060(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3077(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3094(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3111(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3129(CurveFilledB)
       34    0.000    0.000    0.000    0.000 patches.py:313(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3147(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3165(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3242(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3274(BracketA)
       22    0.000    0.000    0.000    0.000 patches.py:328(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3294(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3314(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3340(Simple)
       34    0.000    0.000    0.001    0.000 patches.py:339(_set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3420(Fancy)
       22    0.000    0.000    0.001    0.000 patches.py:346(set_facecolor)
        1    0.000    0.000    0.000    0.000 patches.py:3508(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:3564(FancyBboxPatch)
       22    0.000    0.000    0.000    0.000 patches.py:380(set_linewidth)
        1    0.000    0.000    0.000    0.000 patches.py:3828(FancyArrowPatch)
       12    0.000    0.000    0.000    0.000 patches.py:400(set_linestyle)
       12    0.000    0.000    0.002    0.000 patches.py:41(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:4184(ConnectionPatch)
       12    0.000    0.000    0.000    0.000 patches.py:434(set_fill)
       20    0.000    0.000    0.000    0.000 patches.py:456(set_capstyle)
       12    0.000    0.000    0.000    0.000 patches.py:472(set_joinstyle)
       12    0.000    0.000    0.000    0.000 patches.py:488(set_hatch)
       48    0.000    0.000    0.002    0.000 patches.py:523(_bind_draw_path_function)
       24    0.000    0.000    0.007    0.000 patches.py:575(draw)
        1    0.000    0.000    0.000    0.000 patches.py:617(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
        4    0.000    0.000    0.001    0.000 patches.py:722(__init__)
      155    0.001    0.000    0.001    0.000 patches.py:757(get_path)
      185    0.006    0.000    0.054    0.000 patches.py:761(_update_patch_transform)
      185    0.001    0.000    0.003    0.000 patches.py:783(_convert_units)
      185    0.000    0.000    0.055    0.000 patches.py:791(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:973(PathPatch)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
      132    0.000    0.000    0.001    0.000 path.py:164(_fast_from_codes_and_verts)
      132    0.000    0.000    0.001    0.000 path.py:193(_update_values)
      591    0.000    0.000    0.000    0.000 path.py:202(vertices)
      373    0.000    0.000    0.000    0.000 path.py:216(codes)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      281    0.000    0.000    0.000    0.000 path.py:235(simplify_threshold)
      281    0.000    0.000    0.000    0.000 path.py:247(should_simplify)
      147    0.002    0.000    0.046    0.000 path.py:497(contains_point)
        8    0.000    0.000    0.000    0.000 path.py:572(get_extents)
      155    0.000    0.000    0.000    0.000 path.py:694(unit_rectangle)
      132    0.001    0.000    0.003    0.000 path.py:98(__init__)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1010(Path)
       37    0.000    0.000    0.001    0.000 pathlib.py:1024(__new__)
       72    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
       26    0.000    0.000    0.000    0.000 pathlib.py:1044(_make_child_relpath)
        7    0.000    0.000    0.000    0.000 pathlib.py:1083(home)
       27    0.000    0.000    0.000    0.000 pathlib.py:1115(glob)
        6    0.000    0.000    0.000    0.000 pathlib.py:1178(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:1266(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1368(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:1492(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1499(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
       64    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:315(compile_pattern)
        7    0.000    0.000    0.000    0.000 pathlib.py:372(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:453(_make_selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:474(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:483(select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
       52    0.000    0.000    0.000    0.000 pathlib.py:497(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:50(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:519(__init__)
       27    0.000    0.000    0.000    0.000 pathlib.py:523(_select_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:548(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:592(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
       47    0.000    0.000    0.001    0.000 pathlib.py:63(parse_parts)
       45    0.000    0.000    0.001    0.000 pathlib.py:649(_parse_args)
       37    0.000    0.000    0.001    0.000 pathlib.py:669(_from_parts)
       35    0.000    0.000    0.000    0.000 pathlib.py:682(_from_parsed_parts)
       55    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        8    0.000    0.000    0.000    0.000 pathlib.py:703(_make_child)
       65    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
       36    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
       27    0.000    0.000    0.000    0.000 pathlib.py:795(name)
       26    0.000    0.000    0.000    0.000 pathlib.py:830(stem)
        1    0.000    0.000    0.000    0.000 pathlib.py:840(with_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:924(__truediv__)
        1    0.000    0.000    0.000    0.000 pathlib.py:987(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:997(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pendulum.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pendulum.py:8(PendulumEnv)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.003    0.003 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.007    0.007 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        1    0.000    0.000    0.001    0.001 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:111(PolarAffine)
        1    0.000    0.000    0.000    0.000 polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:185(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 polar.py:225(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:269(ThetaTick)
        1    0.000    0.000    0.000    0.000 polar.py:362(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:407(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:464(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:515(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:666(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:720(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 polar.py:776(PolarAxes)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:74(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        2    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        2    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        9    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
     3536    0.002    0.000    0.014    0.000 posixpath.py:168(islink)
       29    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
      211    0.002    0.000    0.002    0.000 posixpath.py:338(normpath)
      211    0.000    0.000    0.003    0.000 posixpath.py:376(abspath)
      208    0.000    0.000    0.031    0.000 posixpath.py:391(realpath)
      208    0.004    0.000    0.027    0.000 posixpath.py:400(_joinrealpath)
     4693    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
     1030    0.001    0.000    0.001    0.000 posixpath.py:64(isabs)
     3652    0.006    0.000    0.009    0.000 posixpath.py:75(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 process.py:36(current_process)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 proj3d.py:3(<module>)
        1    0.000    0.000    0.004    0.004 py3k.py:12(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
      233    0.001    0.000    0.001    0.000 pyparsing.py:1400(__init__)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1490(_setResultsName)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1577(addCondition)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
   260/11    0.001    0.000    0.002    0.000 pyparsing.py:1647(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1748(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1771(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
     72/4    0.000    0.000    0.001    0.000 pyparsing.py:1835(_parseCache)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:188(<listcomp>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2176(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2367(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2791(_PendingSkip)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2832(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2856(Literal)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2870(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2895(_SingleCharLiteral)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
       10    0.000    0.000    0.002    0.000 pyparsing.py:3140(__init__)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3225(__str__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3246(_WordRegex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(Char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3270(Regex)
       27    0.000    0.000    0.005    0.000 pyparsing.py:3294(__init__)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3370(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3410(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3606(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3636(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3706(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3805(StringEnd)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3812(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3897(leaveWhitespace)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4005(_ErrorStop)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4031(streamline)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
    63/11    0.000    0.000    0.002    0.000 pyparsing.py:4049(parseImpl)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4091(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
